query,title,source,published,link
"""Reallabor"" Stuttgart","""Der Mietsprung ist gering"" - KONTEXT:Wochenzeitung",KONTEXT:Wochenzeitung,"Wed, 01 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMikAFBVV95cUxNQ2ptcW1TR0tJczJpRUZ5azJ2blEzaUJMVDhtNjRCVFlTa3hBY1E1d1Q3RDBmSnYwcE5saVgzeFZyX3k5NGlaU2taVDNFNjdBaUVIdTAzZEdaWGNHSEpranlXRTJHQ08wbHZ6NFBUd2Y2M05oMWtLV3FTdGZGMXdieEVzekFLSlhjM3N0T1N3eUc?oc=5
"""Reallabor"" Stuttgart",Großwärmepumpe in Stuttgart: Klimafreundliche Fernwärme für 10.000 Haushalte - erneuerbareenergien.de,erneuerbareenergien.de,"Tue, 09 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQVkxUTDUzOW9SQWtfTm05dEEzZm1PdjJMdWtoQVNaajU1Vk9UOWF6NEplTllpZzdqYTlMTEZHLWRUSmxGeWFqeGU0NERrNk1IVGFjZl85WThXYXdYN0FHak40NlFIdm5OZjBBcl9FS1l4SDNsejdpekc0cHB3anhad1FCUF9STzBMQlpIbllKZGhmcDJ1WVlEMGhfb3ZvdmdydzgyYndPWDN4bnFGYjA0RTBjNVB0b1Ja?oc=5
"""Reallabor"" Stuttgart",Land fördert Reallabor „CampUS hoch i“ | News | 02.03.2021 - Universität Stuttgart,Universität Stuttgart,"Tue, 02 Mar 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiogFBVV95cUxPVlBzdlVzOTVBek1XeXFsZ0JROHdFcF9reUtodnhCUWJiYTJ2R2FQclkyVW82TU14NW5pakV2eEJQNm5CU20zWDltWVFvYnRkcXk4Nkh0NzN1eHRyNTlNdEhqMElGX2pteS1YcEdVLUIxcG10YS1XZmMwaklPblJERVJscFlIWm9WVUpydHRIYkFDaWsyR1g4V0xqcDZXbGpvclE?oc=5
"""Reallabor"" Stuttgart",Innovative Kälteanlage für die Hochschule für Technik Stuttgart - baden-wuerttemberg.de,baden-wuerttemberg.de,"Tue, 14 Jul 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2AFBVV95cUxQTVUzejJ4RzBnSy1qT3N0TjAtWEctcGw1Q3RhS19fQTNwQXFINzE5RFNjMFlLYTVzUXF1c3Q5by1WV3gzT0V5anRZRHFWYWdCVFh6a2FYOHVUMjYxbG1XQ3BlaWxhbUdmTjl2S0J3ZU1FNUY2MV85QUFHMzZJOUtrelU0LVV6NTZwODh5M0lhOEVidlo3dWV4N19nbjNsQUF3X2ZYbW5jQ05iNHpUdjJkU2pvY2dzdHFPUDVIa3NSdXNqVHVXQ05tOTZjZS11OHlBYnI5VUZ3MzA?oc=5
"""Reallabor"" Stuttgart","Baden-Württemberg kauft Alstom-Regionalzüge für 2,5 Milliarden Euro - Handelsblatt",Handelsblatt,"Mon, 09 May 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMi4gFBVV95cUxPRFN5UmwxUndhbXJjMHQ5T0tlOHdKV3FRR21iWGtaUTN5Q2FiUW5JYmV5R0tyaXBTMGxNZzctSXh4ZjJrTThRc2gyQUJ3U3ZwYWtzZHBRa0J2V19HVWtkS1BWXzIzeGdVSjJyUTJZS2ZGRmRaX3FSLVppRU03UExVcGlfSlk1MjlQSFdJM2hTTnBzSzZIUHBmTGVqNTdiQnNCeXdSQWlDWmV6T1YwdjhSN0hkdWZzMm5ORzhTSElMNTYtVi1KcElCUzA0OTJsUFkxd0ZZdGs2akE2S1NIR2JvemRB?oc=5
"""Reallabor"" Stuttgart",Rhenus High Tech beim Projekt Realist: Urbane Logistik in Stuttgart erforschen - Eurotransport,Eurotransport,"Tue, 06 Aug 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMi4wFBVV95cUxPXzd3cXo1eFlxWnI2M29DVTRwbEwxbVd0UUZBRHRPU1FmYkZmTEtOUzlEOTM3Nk0xYWJlbm5ybTA2c01EUENObW04Mk1ZUEhwQTEzTlQwX0ktYmJOa25DYTJVVG03RkN5M3VxQ29DTlhxTGp1T19lbjNvQk5Ub05wVWxRVEZFdWNIYW5SQ1ZRQm02VFAwLWkyMU05NEUwdW5ua2ZkbDFSMWFPOVdab1JNdWdWbnd2ckwtRWROWGJETFdMY3J1NGUwYkZIQm16bXN4ZXVFRm0zekF5ZERieGJjYUxKMA?oc=5
"""Reallabor"" Stuttgart",Mikroplastik: Schiffswrack und Strand als Reallabor | News | 14.07.2022 - Universität Stuttgart,Universität Stuttgart,"Thu, 14 Jul 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxONEF3bUZZUnhFcEREOGpxdnpERnFJY0FGaHpVMXZVSkFlYlRCUVRmTnNYNjVjSHZlbVU4YWg4Z2VGWFpTa3IyWXJ2ZFBNQXpnTHNqb28tR2w3R3NKRnVTc09Ibk9FUTU5d0tqVTdOWU1ZeTRORm1SLVhlTHZkdkFlbHJESnpqNUQ4QU41T0JzUHFBQmtSVHJMM3VCNUxFNVJ1dU40enBHZkZuaTN4bDk3UE1zOA?oc=5
"""Reallabor"" Stuttgart","6 Millionen Euro für Klimaschutz - Wissenschaftsministerium führt Erfolgsmodell Reallabore fort - Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg","Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg","Mon, 01 Mar 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMi_AFBVV95cUxOUXZhQzlGWHh1bG13VGQxaVBMcE0wOW1RbnBaSFpuWjh4MmJWX2s3V0hZMFdsWEY0OGFMT1djZWZINTlyWnRoU1cwNVJIZWIwdlZtMG83LU51aHlJZy1HbjE4TjBzb1BNZUZ0LTlkbFc5cmVvUmRXaTJpZG9rSVU3aldUNUZ1WlhJQTR0cW5CWnlqSTZjNV8wdDAxVXdSekVJRlRwRWFlZ25wc0ROSTNqVFVhSzVURk9tdC1ocC1EY1RoYzhVZmhUUWttR1h1Y3B3aW5icVk3TlhkanlfSHdic1dibm82YXZ5WDJCcTBraEhzdDFrUEl0bGdpenQ?oc=5
"""Reallabor"" Stuttgart",Reallabor für nachhaltige Mobilitätskultur eröffnet | News | 23.03.2016 - Universität Stuttgart,Universität Stuttgart,"Wed, 23 Mar 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiuAFBVV95cUxNOWsxdC1odFNTN1JtcnFXc3l2aDZkWXc0RW1EczY2NGFjX1JFUmJLVm11NU1XNlZ1M0dfMXRoQlNickM4UVpDY1NKMWFFa1NfRGlrcFpaYzYzWnhZSHl1bGctWHI3c0dLRGxBekVIQi1Cc1RhSXlnZWdvT1RSX2FtWUtYVUdXZU4wTW9KSTZPc0dCT3FVRkRWb1J0cklESm1VRTEtek9ra0JLaWctTTVTdVV2UTRJVTVN?oc=5
"""Reallabor"" Stuttgart",Autozulieferer: Bosch-Chef hält weiteren Stellenabbau für möglich - Handelsblatt,Handelsblatt,"Fri, 12 Jul 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMizgFBVV95cUxOR19VQ0wxSzY5bnpBMTVyb1F3ZklqSFRZNFRuckxGTlBkQTV3dndWRDhzZEoxRURkUzQ4SUtrZHdkMDVSRFFvQmxsQUhFS0RJSjB0ZVl3bk94T2dwRTgwWkxzMk9nVUs5MDF6aFJkMDRkNVF5amM1SzEyUUU4NE0wQ1d0VWVWdHRNMkNJSXhDd3p1anA4VUFqSkdOZzNzT1NuWWRxM0hSQ3JEemVMR2d5TVJwMW4wdE5BODdVSkFWZ1F3b2lLelNIc2V4OFo3QQ?oc=5
"""Reallabor"" Stuttgart",Wärmepumpe nutzt Abwärme des Heizkraftwerks Stuttgart-Münster - Energie-Experten,Energie-Experten,"Fri, 01 Apr 2022 13:39:32 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNRHZkT0VNdERuMXlHREJGMDR2d1libTBkOWM1WXFXOXg5cUllNHJXeXNaaDBNQTU3akRVaWFLcXBWTmdGLW5KdnZVUzVDYWtzY1FVa2dReGpmTjFoVG9tLTlBZkVETVgwcHRRZnk4NDc1ZXI5V0h1cE5Jb2Q2WmtQdmgxUFlZdnZzSnpFdy1WaFRwMUIxeDZyeU5Zb0t1Z2ctUmJ2S0RsYkh4dw?oc=5
"""Reallabor"" Stuttgart",Architektur-Diskussion in Ludwigsburg: Innovative Architektur aus der Region Stuttgart - Esslinger Zeitung,Esslinger Zeitung,"Wed, 23 Oct 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMi-wFBVV95cUxNeTM1SG96N3o1ZDg2dmxTdUp6dFBrYk1DVHZFeE1OVDE3NjA5aEFRWFoyYlN1SnFvZnlIbG9mTUZta3ZHY0E5OGF4aXg5TkgzaVJ6RVhXSXRZN0d0ZFZjVE1pSDl4WXRDZEt6X0MwV1BHMWtrcGtCTXE4ODZaVm4xLU9pTVFGUzAxbkE1dVkyc1RCUlFTOUoteE10OGJOWE5nck1TX3RLQV9PSFdrbWcteUFiZnVWQWZ6MkFyZWtkbXpKUVlkRkU1YVRna1hBWXF4MG5sVFFzVVN1Z2xTZUpnMld3RWhodkUyRGR3TUd3a09OTEV4cGtVWVlTSQ?oc=5
"""Reallabor"" Stuttgart",Gebäudetechnik: Bosch verkauft Sparte mit 4300 Beschäftigten an Triton - Handelsblatt,Handelsblatt,"Sun, 15 Dec 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMi0wFBVV95cUxOUC1NQ3FMZEItSE1BWDVmOTVsbkt0SGctQmt0VXkzSnZhZ1lWR1BvOGkxNENtdXNhZVB6N0FNQjVtLXJYUnd3LU02Ym1FQnpNMzhYZlpyWFNVRzZqcW5zbUZ4ckpMQVFnMzloNklrTXJQTFdXbnVhcDRmLThaWHVWckloVzdqdVF4Z0s4WDBBbTdLSWJNSWVqV3JhUVpOZk5ZNEE1TjduQVNTQUl1SVduRDBVSjBwQ1htcXFqNGxEb1ZwZ3lyWTJKXzBTX3MwRU04bVBJ?oc=5
"""Reallabor"" Stuttgart",Stuttgarter forschen nach neuer Mobilitätskultur: Die Stadt bewegt sich - stuttgarter-zeitung.de,stuttgarter-zeitung.de,"Wed, 20 Sep 2017 07:00:00 GMT",https://news.google.com/rss/articles/CBMi6wFBVV95cUxNdEhhM2trcnRuMDlHYWNHTWhPWTduSlZuRWowbFRMbkYtaXJuYl8wVWgtdmg4NFB1LWh2YUxvdkRpcGJIOTU4U3hCaTMteEViSnNIRHdCbDdCM2FpOXNUS2ptUUg3UGJmZTJMVzZ3Umpjd3R3Xzl1amF4eXZuc0YxNFpWREtLYkFpeWRkSW94anVSbXRvX2t6U0o4aHY2SVVZZ0lVNGlZU0R4MTBOek9jYkRBVWtjUDM5RGJhczV1WnV2NHhJLXV3NUhrU3ZKWkFUaHZzbDMxX2NtN3RDMmdrSktybXJHbHFTTHlN?oc=5
"""Reallabor"" Stuttgart",Elektrischer Lieferverkehr: Rhenus High Tech an Stuttgarter Forschungsprojekt beteiligt - TRANSPORT - die Zeitung für den Güterverkehr,TRANSPORT - die Zeitung für den Güterverkehr,"Wed, 07 Aug 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMixwFBVV95cUxOSEtXaDc2bC1pN2tlZFFfMExxN0R4end4NUkwUG5FWktHeGVMcExpRF8xcHNGaTh6elRkWkRDUUhyOGpMcGFKdVh0MmxmUTYwanJMazFHSzR5MFM4TFNVM3hNUGxuUDQ5VWRkRkJKMHhhQzlWUVpTR01pazRzTkgzeklwMmJ6RFdPaTdKd3BEN0NPclVHMlM5amVVM0Fsa21kWS1BM0NEZ0lZRFdybzgwYkU0c2hpVFc1eHVlSjBVc3F3NlhuVHFj?oc=5
"""Reallabor"" Stuttgart",Bosch: Konzern streicht 480 Stellen bei den Elektrowerkzeugen - Handelsblatt,Handelsblatt,"Fri, 26 Jul 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOdk41ekt6VWFjRWpwd0ZiSzZTZFdzSmpIRXJLcHp5aWp2ZndhbF9Qekw4Q1k3RTB2WGVvS21rWVN2ZFJzT0dzclRQV3cwby1QU213Q0phVGRlQVR6VnNGWnNKOGJHTVd1aE04djBwWl9fSDNFRHhkdzBOMkl1NlR1aGtkUDZoeE51WWNEQzF0ZmJ3dlc1NDFmWmcxSDhIZkk3aXlZU1prVERzdTNGUmN3bF95NDdtNHlrMlFBdHRiNEZtaEtxRUNHOA?oc=5
"""Reallabor"" Stuttgart",Stuttgart muss Fahrverbot für Euro-5-Diesel vorbereiten - Handelsblatt,Handelsblatt,"Mon, 12 Nov 2018 08:00:00 GMT",https://news.google.com/rss/articles/CBMixAFBVV95cUxQWXJSX2I1aGRMWi1ucTdGX0w0SmhKS200SlktYTRVMnpSVHRXR3NDN0VYYWtab0xYQW5BZ21sa3JpWnBTV1NZOG54ZnlKdVJ5MC1UZlZudmtjSTRXMmw1ZGJzaVh4dDJTNDlXUnBlX3ZfWk9jWHhCbkpOZ25ZZHh0MjVjQkJCZEswMU96TzhuXzhMTnFFZUlFb3JYYXBJMnlseW5PUlYwckVPZ0tVbmxsNzFuNjlTUDc2VHoxdGh3ZURzcm9J?oc=5
"""Reallabor"" Stuttgart",Autohändler Hohe Rabatte belasten die Margen der Autohäuser - Handelsblatt,Handelsblatt,"Thu, 18 Jul 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMixgFBVV95cUxQWGc1VUN0cWowa2Fod2kwUFFnVUpVeXIxRVhxbE4xeFk1STI0NUFfdWFpNjFWWFd4TXRyNEFIUk5jNGJST2V5X0lNY3RhNDhBWmtXZHdlU2l3N2Raa3ZNZUFoTXhBTmE3RXd5LUZPc2ZEMUp5Z3ZsNXkzTmdFaEpMb3htU0h5elBQUFh2VGRkYzE5MFR4cUh5cnI2aTNBeVhwUXNTTnhJTkYtaXJKUjN5SlhYcHVqMXp5SEtqLW55aEVIY29EZHc?oc=5
"""Reallabor"" Stuttgart",Filiz Albrecht: Erste Frau in der Bosch-Führung gibt ihr Amt vorzeitig ab - Handelsblatt,Handelsblatt,"Thu, 30 Mar 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNdng0bG9vYUMtanJxWnVyWTA3QUNieGdnLWNfUFoyU0FKenJEc3pnZ3U0RW1RWGgtOVV3V3dnWnZRNXJfM3ZZZWdiaWFMclhNRHg1VUFDVm4waFphVW4tVVNBQ2lSR0FuTUNOVTllUENKaWNKV2tuOVNwQW50WWpZOTZ6SXNWVl9sZFZuZkZsd052ekc1QnVYcl9WNWswRDVzYUMtT01IMGRabGQ2TU92eDlLNEYwSHhPc2ZZYy1laGtLREpBMjhid25GUnVKdjl6Z0pUMEJWbUdLQQ?oc=5
"""Reallabor"" Stuttgart",Martina Merz soll wohl in Thyssen-Aufsichtsrat rücken - Handelsblatt,Handelsblatt,"Wed, 07 Nov 2018 08:00:00 GMT",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQT1RUamJVMVlleVc1bllvRnpWWXBzOVFhQmYtMEhTbDBlMkNrMjBkaExQNEVYSHpONDZYMmcycWxTN0tDN2VTZlJDYmJ1LWVqX0VHV3pRckpyb0pmSzI3cHY0UVpod2JZNjZQQ2d4X1praUVNSDRtZndPYVlyVmtmZ3ZuUTQzMDdkcGptVWg5MzhaN1FWTmFZWUtCdWp1VU5sbXM1NGY3ZkMwQTh1aWZvLVdWYjVfLVBqdGNfRWZWck9jODAzRHp3N2x4eFF5VkszTXZBTl9SNA?oc=5
"""Reallabor"" Stuttgart",Naturkostunternehmen: Insolvenzverfahren von Schneekoppe aufgehoben - Handelsblatt,Handelsblatt,"Tue, 28 Jul 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2AFBVV95cUxOc1hDVXNZX1hBdUVONDBKeHBPa1Y4VUZqQ18xU0RsUEo5bEFfcC0wSHhmeHdiYWYzWkZHSkJqemlEb0JfMVd2TGZlU01XU3JoS3NCMEZzY254cEZCOXQ0RDVYUkFfWjRSUmw5NDdQdlVzVjFxN1JyNkF0RUtCcFBXZ0Zjd2ZDdXpNZjN4RUd2UHdvRW1vYXowblBBdjFhWnF5YkFwdmgyQ3l1YXJ6VGhCSGZyX2lNcjgtamFZYmdoYUxCTWZaQ2xRT1gwUkhKSTdGamdaM3NsTm4?oc=5
"""Reallabor"" Stuttgart",Picknick statt Parkplatz - «Parklets» in Stuttgart - BILD,BILD,"Thu, 30 Jun 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxObFV5MHRDNUhPM2tQdDduU1dfa0RPTTBiWVpYRXJGRmhwSGoyZGZzN2xwSkppSUJkVUdVQmJnSUJtZ0hBNTNOUUhWNWFLUTRiZUFVQl9rYkxCMC1rTVdOZDFMR3BtM1FUdm5jdlpqSng1ZmJVT3Z3T2FzTGhMU21yb0FFZ1VOUXU1djExMEh3WUl3OTVuYUhOVmJXa2NDVFpra2h0M2gyMzJodw?oc=5
"""Reallabor"" Dresden",Autofahren in Dresden: Warum die Stadt Menschen zu ihrem Mobilitätsverhalten befragt - Dresdner Neueste Nachrichten,Dresdner Neueste Nachrichten,"Wed, 18 Jun 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMi5gFBVV95cUxONng0MDZ0X3ZpZ0VZeG40OGEtelFuNnVCN2Z4bGE1cnp5enZud3VxUTJRUExZSW9hOFU4Vl9lWDVONHFuRHYtXzVuZlozdXFLbDQyVlhRVklaY2pNUTZjUzdybXRXZ1lad25WUWlrSTdWN3daOGRzQUZpaHJDVW54T2FJWGk1SEozRkdxVGJXREhKVG82VkVFWlhHS3RuYVVFaXVuYWFOTk1EaHM4T214LU1aN3AyaVdCMlNLbEwtMGI1ZmU1S1pNa0J3Vlg4U3NIa3E3WTVMYW05WEowdmpmcXpIY1lud9IBggJBVV95cUxNd3hFQ243MVptWVNYb3BnV0JuVmJyWkFVTnByNG5iRFZYMGJlbVJWamVRUWhNV1RxV3AxS3hfZ2I4ZnVFdUthTkx1UnZxckE1X19RVmJybDZXajIwalZxVGN2VXFRcmFmWlg4c3FGUmhZTXNYSGpnQkxxOHA0Ql9HZEZwTEhXWkk1LWY0WlhuWFAtVnNhWDJWZDlSajlmb0xsQzdDR0Q5X3N3ZE1obW56T2JrbFcycW1mVE43aTlZY3lzdHJWbFBDQV91OWIwUVRoMU82YTQ3SVBHOFU1SEtMTXZKakozVXpQR1VaME5maHU5SkxWTkRNUkZZY0dobEk1MkE?oc=5
"""Reallabor"" Dresden","Schule für die Zukunft, gebaut auf wackligem Grund - Wiarda",Wiarda,"Fri, 30 May 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxONGs5OHQ0U05ISmVQS2x2VzNzb0p4blN2QlJlS2lBTW1HczFDcnJmWWI5LUc4LWRZWW13bVprTkVrTjNqMGxzQ0JZbjVPSDRzTmdFQ0NZVVE5VHozQXFWcHdNdXNqa3RGNU01MklTZ1RjY0huWDZWM1VuZllFSFQxZkExVmZtdTFISktpWFNBZU5La0JK?oc=5
"""Reallabor"" Dresden",Moderner Holzbau – Herausforderungen und Chancen - Mynewsdesk,Mynewsdesk,"Tue, 04 Mar 2025 08:00:00 GMT",https://news.google.com/rss/articles/CBMi8AFBVV95cUxNUjlfZjRlUG1zSmhXMWN0MGxSRFowd00xdTB2ZEdOVEpHS1hDQU41MnZlU184ZW1GbC1ZanJSMTl6cmhRQ3RnQlhjMXpWNlRybnY0TlFZdUZSMTh5SXh2WVVla3ZXaUY2aEViU243ZWZoSXFUdU1JYjdPQWtIVnhHSGI5dE5aaWNXckJVcENoNG83eTc1YVRhMWN3eFVOQUx3OU5JV2dGVEwwWkpYRFZVY3NIaVRLOWR4TS1JbUdDRG0zMVBwaFp5TWVyUk5IQ2ROZnNnZTZUaWI0bnVWQUxyVWJlNjIxZ3Z1aFdDcGtxS0Y?oc=5
"""Reallabor"" Dresden",Mit Kameras an Laternen: Verkehrsforscher überwachen Klinikums-Kreuzung in Hoyerswerda - Sächsische Zeitung,Sächsische Zeitung,"Mon, 07 Jul 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMihwJBVV95cUxQU0x4ZTl0Z3RWcTJ5QU43Y3RmZkNZT0dsanBJZEFGX0tnS0Y0MXF2VlZKSnlLb3BJVFZnVnZSRDlRYjNRRm9OZmxhRk5xcHBkajVDVHlVMFhwNnMzaTdFaHBkc0JXZXNaZDFXbVdHOElicnV3b3RLVzFvcGtsMTdPU0xGVUZEOGFMRnNDZTJMZ1lkZnFaMTItRkI2M1BPZFNzS1BOTXJpTUppZUZpLUlWc1NWaldNaE84XzVUWm1mTkZZWkc5UloxUWlkdkVjcFFLR1IwdF9SOFhiSk4wMDJyY1diM1lxb1dDaUxqaDd0OUhaM2tOT3ZTdlR3TFB6bFR6SWE4UTNZb9IBowJBVV95cUxPNHZlemlOSGFZOFB4SWczVFZmZVByTEsydnpwUmpiWGw4cWpIY3BwVTcySUZ1VnpKa0puRkR1U09jRkNmQW5YaXdVREhZejNyRDlfS1cyZ09Xa3Vidkg0Z0hQYkUyQW93VmZVSTVSZ2JBUWw5OWxMQ1hFNkRWRGFleGRlVHNoR1VRZVY3VnZlZTVfVUQ5UDhHbjV3NGoxVXVkSkppWmt0ODFZU3Bwb1lYa05xQ2w1THpkNTdNRDExQVhmWnZQeU1aUy1HVEtrU3ktMFVoZHFldEVHZnIxVFh0eVlURlE2bnlXeTJKRGRWOV9HV1JhT05salZvM1A3V3V0WHFUY3JTRVROUFF5ZnVtTEVzanNKVDhmbk5hbFZkbkNEaUU?oc=5
"""Reallabor"" Dresden",Sichtbar anders: Reallabor Telewerk in Mittweida - Hochschule Mittweida,Hochschule Mittweida,"Thu, 28 Sep 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5JUHUzQnFKYUFPUFBWLURQcU5YaDNmSmZYV01uX2JURmEzTjNheXNyVkJDMzAtWHdsYkVwM21hZm5KeWZPZ2Q4ZUIzTFViWDUyb1JpTlBoVnZRUQ?oc=5
"""Reallabor"" Dresden",Reallabor Bad Lauchstädt wächst - Oiger,Oiger,"Sat, 23 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMid0FVX3lxTFBtZTJpMElmSnotRFhIbV96bGxrUnk4dTF2WVhmeGh4ejlnUGpCQjZaaEs5aWFIU1pLVXpfNjdVd1hYcU5GaFdoWGlfRF9Yd3NJSnh6ajdlZUpoSXZ1ejBSZFZyc0w2NnMySnA0dU5wVXdCVnhrb3ZZ?oc=5
"""Reallabor"" Dresden",Dresdner Reallabor macht Fernwärme effizienter - energate messenger,energate messenger,"Mon, 05 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMimAFBVV95cUxNN09ZbFZ5NVFPTUZzRVNYclV6cFZvdF9tWXNmNTNDV3pPRUFqQXY1RWYxdk4zRmIxZDBPLVhDQTJLTlNhc0lxSHhBZ2ZjaVhLampaMkVGX0lvY2FvY1g3Q0ZtczBRWmhEWXJKRDhhN2drLUduWTdJZHVWRU9CLThhWkdqZ0VSY084b2hjN1lSS1ZSZ2p3MjB0Vg?oc=5
"""Reallabor"" Dresden",Goldbeck und die Technische Universität Dresden feiern Richtfest für das Smart Mobility Lab in Hoyerswerda - Konii,Konii,"Thu, 16 Oct 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPYmhOcURFangzLUlIaVpSN25wYXg0UF9tNWtVaTNCU0FxZndaVl9GbVNhUHVCOWh1TjJnSENzR0k2M3cwQnNNWloyXzhSZ3YxdWYxMjRlNk9OdnRWZFpoVlZYS3Zqcm5fajdNMlM1QmtJMmp0RndWQ0NESUlKUGZwcWhvQ0ppRDlCUi16Z2NKbXFtZENBby1reUdveGxsMFNJUjVpRVpuQndnaWx5YUlwakF3SmFEY0w0a1hzM2pvUExXdnhObk0wU25lNW9tN3Za?oc=5
"""Reallabor"" Dresden",EKFZ für Digitale Gesundheit: TU Dresden vergibt Professur für klinische KI - kma Online,kma Online,"Thu, 28 Apr 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxNWXVSRkdlRHVwUF9CRnZtUkt6NzVsTF9SdXRaMHFzMVE5TWs4NmxkamFyV1lpeEZVdlg4N0F2NmpSVElUSVNqdWFGaHlfbWJwdndwQ3VaSEwyTEkwSllYVTN4eVRUU2lDdERXc25MM3JxZHBWY3ltMlFWR3VWbUUtNWdha3N0ZFZmZGUyNEdYYnJ5eER5eWdsTzREamRuOWVaNzlHdjNB?oc=5
"""Reallabor"" Dresden",Überwachung von Brücken soll effizienter werden - vdi-nachrichten.com,vdi-nachrichten.com,"Mon, 30 Sep 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMioAFBVV95cUxOU29UY2FzU3hGeE45cVg1WXJ6bEtHai1ycnBxTk01UWVYTzEzWVBzY2JSQ1dBMUtuNmo1UmQwbUQ1b1pTVXJURk5pTUxnYUt0dFk3aFNaYVdoMlFvdkVtcEROZXE3ek1fZXpNb0JLRWZiSkdwZnd5R3JjYVR4Y0xvQlhVcDJLQV9hay11NHNyanE1UURraW82WVlvQkRHUDl1?oc=5
"""Reallabor"" Dresden",Neuerscheinung: Reallabor Nachkriegsmoderne - Universität Innsbruck,Universität Innsbruck,"Fri, 08 Sep 2023 10:54:00 GMT",https://news.google.com/rss/articles/CBMivgFBVV95cUxNbkJYOUpGV2lOeVhjSG9DbTRzMG0zbzY0S3lPUkVqYjdIR0I2UGVVcmt5cTZFU0l0cnFCeUEzbW9iNFJ1blQxNXZUSjlpSUZTQ2lkNjNSem1sTjZsLWg0dXZFUkRUOVRYQUdLWFdsY3Rfb3pGWGtSWFl5RXJVMkdKRGptb21Cc1lWWGw0Q2htMDg5VzkwWWlHLUNFYjRaakxZX2Y2VEgzczBmUG80akVqOVhhZW42bVFnXzNZVFNn?oc=5
"""Reallabor"" Dresden",Schwarze Pumpe wird Wasserstoff-Reallabor - Nachrichten aus Südbrandenburg - Märkischer Bote,Märkischer Bote,"Fri, 24 Feb 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxQRlJlcGs5bGRRR3JDOXh6ZGZaTXVTeWRVUUY4ZE9zWEJvTFpqV3haODRJRlB5eDByakZOcko0MklFUkh4UDY4N0hGUFpETHN1cS1ZUUF0Qm9oVjJpRFZ4WmVtUlNmeDNQWDVpZFFTRTRFR1AxUDlVVG9EYjNnQmU0RGxEZktFMW51eDF3ZzdLdHc4ajJrd3oxeWs5ZmlWcUpvaW5DbjAyME1yTHdIdE05OEMwVm9ZNXZZUXpMTtIBwgFBVV95cUxPQTZqdUJKUEJlRHNjSUZnUnNGZEo5UkhyOVR0enI1QTFTbzNoSG9mOEpkak5Cc0pRT090YUNROW1CeEVnZDJOOVNJTENtdE1kMzBwamVnYWI2bkMxc001eUN5Z3hueDJlZnVMd2I1VGFNNlJUZmJlWURxMmYwanBoX18xc3JqQXJzemFsWU15a2t4aVBQZUZjanphQncwV0NYanpXR2tjMVpJbGJINmQwR1hhTDVSMTNSMmViZVV5azVuUQ?oc=5
